fault_id|spn|fmi|oem_make|oem_code|controller|short_description|fault_family|detailed_technical_explanation|source_id|source_url|source_page|source_doc|fix_id|fix_title|probability_rank|difficulty_level|est_parts_cost_min_usd|est_parts_cost_max_usd|est_labor_hours|step_by_step_instructions
1951|7107|10|Deutz|P208B 92|Engine ECU|DEF dosing pump circuit value is changing implausibly fast or slow|hda_dosing_supply_module_pump|SPN 7107 (DEF dosing pump circuit) with FMI 10 (Value changing implausibly fast or slow) is set by the Engine ECU for the DEF supply module's pump: pressure that will not build, will not hold, or reads erratic, a pump motor drive fault, or a supply voltage/temperature fault on the pump module itself. A clogged inlet strainer in the tank or air drawn in through a loose suction fitting are common causes that mimic a failed pump.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|7421|Test the DEF supply module pump power, ground and control circuits|4|Fleet technician|5.0|80.0|1.3|1. Back-probe the power, ground and PWM/control signal pins at the connector • 2. Check for battery voltage at the power pin, a clean ground and a valid control signal from the DCU • 3. Repair the faulted circuit, clear codes and re-test
2016|516138|25|Deutz|P13CF-00|Engine ECU|Machine-specific lamp output 3 circuit shorted to battery (high side)|hde_lamp_output_circuit|SPN 516138 (Machine-specific lamp output 3) with FMI 25 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7673|Replace the failed bulb, LED module or indicator|1|Fleet technician|5.0|60.0|0.4|1. Confirm the bulb/LED itself is not simply burned out • 2. Replace the bulb or indicator module • 3. Clear codes and verify the indicator responds to a commanded test
2016|516138|25|Deutz|P13CF-00|Engine ECU|Machine-specific lamp output 3 circuit shorted to battery (high side)|hde_lamp_output_circuit|SPN 516138 (Machine-specific lamp output 3) with FMI 25 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7674|Inspect and clean the dashboard warning lamp or indicator connector|2|Fleet technician|0.0|10.0|0.3|1. Key off, unplug the lamp/indicator connector • 2. Check pins for corrosion or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
2016|516138|25|Deutz|P13CF-00|Engine ECU|Machine-specific lamp output 3 circuit shorted to battery (high side)|hde_lamp_output_circuit|SPN 516138 (Machine-specific lamp output 3) with FMI 25 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the dashboard warning lamp or indicator output circuit reads an abnormal voltage or current. Typical causes are a burned-out bulb/LED, a corroded connector, or a short/open in the wiring between the module and the indicator.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7675|Test the dashboard warning lamp or indicator output driver circuit|3|Fleet technician|5.0|45.0|0.8|1. Back-probe the output pin at the ECU/module connector • 2. Check for a short to ground/battery or an open in the wiring to the lamp/indicator • 3. Repair as needed, clear codes
2081|516346|27|Deutz|P0203-00|Engine ECU|Injector 3 circuit open|hde_injector_cylinder_circuit|SPN 516346 (Fuel injector current-rise fault (multiple cylinders)) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the fuel injector driver circuit reads an abnormal current, resistance or calibration value. Typical causes are a failed injector coil/solenoid, a chafed or corroded driver circuit, or an injector trim code that was not carried over after replacement.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7913|Replace the fuel injector|1|Dealer / specialist|120.0|650.0|1.8|1. Confirm which cylinder/position is faulted from live data or cylinder cutout test • 2. Remove and replace the injector, use new seals/washers per OEM spec • 3. Torque to spec, prime the fuel system, clear codes and road-test
2081|516346|27|Deutz|P0203-00|Engine ECU|Injector 3 circuit open|hde_injector_cylinder_circuit|SPN 516346 (Fuel injector current-rise fault (multiple cylinders)) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the fuel injector driver circuit reads an abnormal current, resistance or calibration value. Typical causes are a failed injector coil/solenoid, a chafed or corroded driver circuit, or an injector trim code that was not carried over after replacement.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7914|Inspect and clean the fuel injector connector|2|Fleet technician|0.0|20.0|0.5|1. Key off, unplug the injector connector • 2. Check pins for corrosion, heat damage or a loose crimp • 3. Apply dielectric grease, reseat, clear codes
2081|516346|27|Deutz|P0203-00|Engine ECU|Injector 3 circuit open|hde_injector_cylinder_circuit|SPN 516346 (Fuel injector current-rise fault (multiple cylinders)) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the fuel injector driver circuit reads an abnormal current, resistance or calibration value. Typical causes are a failed injector coil/solenoid, a chafed or corroded driver circuit, or an injector trim code that was not carried over after replacement.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7915|Test the fuel injector driver circuit resistance and wiring|3|Fleet technician|5.0|70.0|1.3|1. Measure coil/solenoid resistance at the connector against OEM spec • 2. Check the harness back to the ECU/injector driver for opens or shorts • 3. Repair or replace the harness section as needed, clear codes
2081|516346|27|Deutz|P0203-00|Engine ECU|Injector 3 circuit open|hde_injector_cylinder_circuit|SPN 516346 (Fuel injector current-rise fault (multiple cylinders)) with FMI 27 (Reserved by SAE; some OEMs assign proprietary meanings) is set by the Engine ECU when the fuel injector driver circuit reads an abnormal current, resistance or calibration value. Typical causes are a failed injector coil/solenoid, a chafed or corroded driver circuit, or an injector trim code that was not carried over after replacement.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|7916|Perform injector trim/coding reset after service|4|Dealer / specialist|0.0|150.0|0.8|1. Enter the injector serial/trim code from the new injector into the ECU (or reset adaptive trims) using the OEM diagnostic tool • 2. Clear codes • 3. Verify smooth idle and no misfire/imbalance codes return
2146|516657|17|Deutz|P2213-81|Engine ECU|NOx sensor (downstream SCR) 2 reporting an invalid status|hda_nox_sensor_downstream|SPN 516657 (Deutz parameter 516657 (role not stated)) with FMI 17 (Slightly below normal range) is set by the Engine ECU for the NOx sensor mounted after the SCR catalyst (measuring tailpipe-out NOx to confirm conversion). The fault covers open/short circuits, communication loss, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|8163|Replace the NOx sensor, downstream of SCR|1|Dealer / specialist|300.0|700.0|1.2|1. Confirm the fault follows the NOx sensor, downstream of SCR and not the harness with a swap or resistance check • 2. Remove and replace the sensor at its mounting boss (exhaust pipe for NOx/O2/NH3 sensors, DEF tank for a quality sensor), torquing/sealing per spec - these are heated, CAN-networked smart sensors; aftermarket HD units commonly run $300-700 • 3. Clear codes, allow the sensor to complete its power-up self-test, and verify normal operation through a duty cycle
2146|516657|17|Deutz|P2213-81|Engine ECU|NOx sensor (downstream SCR) 2 reporting an invalid status|hda_nox_sensor_downstream|SPN 516657 (Deutz parameter 516657 (role not stated)) with FMI 17 (Slightly below normal range) is set by the Engine ECU for the NOx sensor mounted after the SCR catalyst (measuring tailpipe-out NOx to confirm conversion). The fault covers open/short circuits, communication loss, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|8164|Check NOx sensor, downstream of SCR calibration/learned values with a service tool|2|Fleet technician|0.0|0.0|0.6|1. Connect a service tool and compare the sensor's live reading against a known reference (refractometer for DEF quality, a second sensor, or a bench check) • 2. Run the OEM's sensor learn/reset procedure if the reading is offset but the circuit tests good • 3. Clear codes and confirm the reading holds through a duty cycle
2146|516657|17|Deutz|P2213-81|Engine ECU|NOx sensor (downstream SCR) 2 reporting an invalid status|hda_nox_sensor_downstream|SPN 516657 (Deutz parameter 516657 (role not stated)) with FMI 17 (Slightly below normal range) is set by the Engine ECU for the NOx sensor mounted after the SCR catalyst (measuring tailpipe-out NOx to confirm conversion). The fault covers open/short circuits, communication loss, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|8165|Inspect, clean and reseat the NOx sensor, downstream of SCR connector|3|Fleet technician|0.0|25.0|0.5|1. Key off, unplug the NOx sensor, downstream of SCR circuit connector • 2. Check pins for corrosion, bent terminals and moisture intrusion, and check the harness for chafing near hot exhaust components • 3. Apply dielectric grease, reseat, clear codes and confirm the fault does not return
2146|516657|17|Deutz|P2213-81|Engine ECU|NOx sensor (downstream SCR) 2 reporting an invalid status|hda_nox_sensor_downstream|SPN 516657 (Deutz parameter 516657 (role not stated)) with FMI 17 (Slightly below normal range) is set by the Engine ECU for the NOx sensor mounted after the SCR catalyst (measuring tailpipe-out NOx to confirm conversion). The fault covers open/short circuits, communication loss, heater faults, offset/drift error, or the sensor reporting itself removed from the exhaust stream.|deutz_emrl1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_EMRL1_MainECU_EN.pdf||DTC list EMRL1 main + secondary ECU|8166|Test the NOx sensor, downstream of SCR heater, signal and CAN sub-network circuits|4|Fleet technician|5.0|80.0|1.2|1. Back-probe the heater supply, signal and network pins at the connector • 2. Check for battery voltage at the heater pin, correct signal reference and continuity/termination on the sensor's local CAN sub-network • 3. Repair the open, shorted or chafed conductor, reseal the splice, clear codes
2211|520259|1|Deutz|P108B 00|Engine ECU|Temperature sensor before intake valve reads in-range but abnormally low|hde_intake_air_temp|SPN 520259 (Temperature sensor before intake valve) with FMI 1 (Reading in-range but far too low) is set by the Engine ECU when the intake or charge-air temperature sensor signal leaves its plausible window or the sensor circuit reads open, shorted or erratic. Typical causes are a failed sensor, corroded connector pins, chafed harness wiring, or a genuine underlying system condition the sensor is correctly reporting.|deutz_md1|https://serdia.deutz.com/fileadmin/contents/serdia/DTCList_MD1_DE_EN.pdf||DTC list EMR5 / MD1 (2026-07-22)|8412|Verify the underlying system condition the sensor is reporting|1|Fleet technician|0.0|400.0|1.0|1. Confirm whether the out-of-range reading reflects a real system fault or a bad sensor • 2. Inspect the related system for the root physical cause • 3. Repair as needed, then clear codes and re-verify
